"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"02/16/2020 00:00:47","02/15/2020 17:00:47","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.2086","12.2086","0","0","0","1.027","0"
"02/16/2020 00:00:47","02/15/2020 17:00:47","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.8052","6.8052","1.4781","0.056","0","1.027","0"
"02/16/2020 00:01:49","02/15/2020 17:01:49","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.1981","12.1981","0","0","0","1.026","0"
"02/16/2020 00:01:49","02/15/2020 17:01:49","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.7963","6.7963","1.4716","0.055","0","1.026","0"
"02/16/2020 00:02:50","02/15/2020 17:02:50","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.0995","12.0995","0","0","0","1.017","0"
"02/16/2020 00:02:50","02/15/2020 17:02:50","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.744","6.744","1.4557","0.055","0","1.018","0"
"02/16/2020 00:03:52","02/15/2020 17:03:52","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.2753","12.2753","0","0","0","1.032","0"
"02/16/2020 00:03:52","02/15/2020 17:03:52","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.8365","6.8365","1.4712","0.055","0","1.032","0"
"02/16/2020 00:04:53","02/15/2020 17:04:53","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.2101","12.2101","0","0","0","1.026","0"
"02/16/2020 00:04:53","02/15/2020 17:04:53","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.8012","6.8012","1.459","0.055","0","1.026","0"
"02/16/2020 00:05:55","02/15/2020 17:05:55","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.1597","12.1597","0","0","0","1.022","0"
"02/16/2020 00:05:55","02/15/2020 17:05:55","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.771","6.771","1.4479","0.055","0","1.022","0"
"02/16/2020 00:06:56","02/15/2020 17:06:56","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.1701","12.1701","0","0","0","1.023","0"
"02/16/2020 00:06:56","02/15/2020 17:06:56","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.7757","6.7757","1.4445","0.054","0","1.023","0"
"02/16/2020 00:07:57","02/15/2020 17:07:57","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","12.1549","12.1549","0","0","0","1.021","0"
"02/16/2020 00:07:57","02/15/2020 17:07:57","MiningRigRentals","CryptoNightTurtle","BTC","9911.68","6.7661","6.7661","1.438","0.054","0","1.021","0"
"02/16/2020 00:08:58","02/15/2020 17:08:58","MiningRigRentals","CryptoNightTurtle","BTC","9918.76","12.151","12.151","0","0","0","1.021","0"
