"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"02/15/2020 00:00:30","02/14/2020 17:00:30","MiningRigRentals","CryptoNightR","BTC","10282.01","11.7036","11.7036","4.4072","0.172","0","1.037","0"
"02/15/2020 00:00:30","02/14/2020 17:00:30","MiningRigRentals","CryptoNightR","BTC","10282.01","3.7134","3.7134","1.5637","0.061","0","1.037","0"
"02/15/2020 00:01:32","02/14/2020 17:01:32","MiningRigRentals","CryptoNightR","BTC","10291.4","11.6103","11.6103","4.3681","0.171","0","1.029","0"
"02/15/2020 00:01:32","02/14/2020 17:01:32","MiningRigRentals","CryptoNightR","BTC","10291.4","3.6846","3.6846","1.5502","0.061","0","1.029","0"
"02/15/2020 00:02:34","02/14/2020 17:02:34","MiningRigRentals","CryptoNightR","BTC","10291.4","11.6874","11.6874","4.3971","0.172","0","1.036","0"
"02/15/2020 00:02:34","02/14/2020 17:02:34","MiningRigRentals","CryptoNightR","BTC","10291.4","3.7094","3.7094","1.5606","0.061","0","1.036","0"
"02/15/2020 00:03:36","02/14/2020 17:03:36","MiningRigRentals","CryptoNightR","BTC","10292.38","11.6794","11.6794","4.3932","0.172","0","1.035","0"
"02/15/2020 00:03:36","02/14/2020 17:03:36","MiningRigRentals","CryptoNightR","BTC","10292.38","3.7075","3.7075","1.5595","0.061","0","1.035","0"
"02/15/2020 00:04:38","02/14/2020 17:04:38","MiningRigRentals","CryptoNightR","BTC","10297.56","11.648","11.648","4.3792","0.171","0","1.032","0"
"02/15/2020 00:04:38","02/14/2020 17:04:38","MiningRigRentals","CryptoNightR","BTC","10297.56","3.6986","3.6986","1.555","0.061","0","1.033","0"
"02/15/2020 00:05:40","02/14/2020 17:05:40","MiningRigRentals","CryptoNightR","BTC","10297.56","11.585","11.585","4.3555","0.17","0","1.027","0"
"02/15/2020 00:05:40","02/14/2020 17:05:40","MiningRigRentals","CryptoNightR","BTC","10297.56","3.6751","3.6751","1.5451","0.06","0","1.026","0"
"02/15/2020 00:06:41","02/14/2020 17:06:41","MiningRigRentals","CryptoNightR","BTC","10297.56","11.513","11.513","4.3285","0.169","0","1.02","0"
"02/15/2020 00:06:41","02/14/2020 17:06:41","MiningRigRentals","CryptoNightR","BTC","10297.56","3.6548","3.6548","1.5366","0.06","0","1.021","0"
"02/15/2020 00:07:43","02/14/2020 17:07:43","MiningRigRentals","CryptoNightR","BTC","10289.22","11.6289","11.6289","4.3755","0.171","0","1.031","0"
"02/15/2020 00:07:43","02/14/2020 17:07:43","MiningRigRentals","CryptoNightR","BTC","10289.22","3.693","3.693","1.5539","0.061","0","1.031","0"
