"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"01/29/2020 00:00:53","01/28/2020 17:00:53","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.8506","20.8506","5.032","0.171","0","1.03","0"
"01/29/2020 00:00:53","01/28/2020 17:00:53","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.7775","5.7775","1.9599","0.067","0","1.03","0"
"01/29/2020 00:01:55","01/28/2020 17:01:55","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.9172","20.9172","5.0479","0.171","0","1.033","0"
"01/29/2020 00:01:55","01/28/2020 17:01:55","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.792","5.792","1.965","0.067","0","1.033","0"
"01/29/2020 00:02:58","01/28/2020 17:02:58","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","21.1452","21.1452","5.1031","0.173","0","1.044","0"
"01/29/2020 00:02:58","01/28/2020 17:02:58","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.8561","5.8561","1.9867","0.067","0","1.044","0"
"01/29/2020 00:03:59","01/28/2020 17:03:59","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.7101","20.7101","4.9979","0.17","0","1.023","0"
"01/29/2020 00:03:59","01/28/2020 17:03:59","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.7353","5.7353","1.9456","0.066","0","1.023","0"
"01/29/2020 00:05:00","01/28/2020 17:05:00","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.7695","20.7695","5.0121","0.17","0","1.026","0"
"01/29/2020 00:05:01","01/28/2020 17:05:01","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.7523","5.7523","1.9512","0.066","0","1.026","0"
"01/29/2020 00:06:02","01/28/2020 17:06:02","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.8824","20.8824","5.0307","0.171","0","1.03","0"
"01/29/2020 00:06:02","01/28/2020 17:06:02","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.7837","5.7837","1.9586","0.067","0","1.03","0"
"01/29/2020 00:07:05","01/28/2020 17:07:05","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","21.0977","21.0977","5.0826","0.173","0","1.04","0"
"01/29/2020 00:07:05","01/28/2020 17:07:05","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.8414","5.8414","1.9782","0.067","0","1.04","0"
"01/29/2020 00:08:06","01/28/2020 17:08:06","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","20.7841","20.7841","5.0072","0.17","0","1.025","0"
"01/29/2020 00:08:06","01/28/2020 17:08:06","MiningRigRentals","CryptoNightTurtle","BTC","8967.2","5.757","5.757","1.9497","0.066","0","1.025","0"
"01/29/2020 00:09:08","01/28/2020 17:09:08","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","21.0394","21.0394","5.0698","0.172","0","1.037","0"
"01/29/2020 00:09:08","01/28/2020 17:09:08","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.827","5.827","1.9739","0.067","0","1.037","0"
"01/29/2020 00:10:12","01/28/2020 17:10:12","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","21.5032","21.5032","5.1817","0.176","0","1.06","0"
"01/29/2020 00:10:12","01/28/2020 17:10:12","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.9559","5.9559","2.0175","0.069","0","1.06","0"
"01/29/2020 00:11:18","01/28/2020 17:11:18","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","22.1881","22.1881","5.3469","0.182","0","1.094","0"
"01/29/2020 00:11:18","01/28/2020 17:11:18","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","6.1471","6.1471","2.0822","0.071","0","1.094","0"
"01/29/2020 00:12:21","01/28/2020 17:12:21","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","21.4505","21.4505","5.1691","0.176","0","1.058","0"
"01/29/2020 00:12:21","01/28/2020 17:12:21","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.9375","5.9375","2.0112","0.068","0","1.057","0"
"01/29/2020 00:13:23","01/28/2020 17:13:23","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","20.8296","20.8296","5.0195","0.17","0","1.027","0"
"01/29/2020 00:13:23","01/28/2020 17:13:23","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.7679","5.7679","1.9537","0.066","0","1.027","0"
"01/29/2020 00:14:25","01/28/2020 17:14:25","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","21.1784","21.1784","5.1034","0.173","0","1.044","0"
"01/29/2020 00:14:25","01/28/2020 17:14:25","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.8654","5.8654","1.9868","0.067","0","1.044","0"
"01/29/2020 00:15:32","01/28/2020 17:15:32","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","22.4523","22.4523","5.4104","0.184","0","1.107","0"
"01/29/2020 00:15:32","01/28/2020 17:15:32","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","6.2181","6.2181","2.1065","0.072","0","1.107","0"
"01/29/2020 00:16:33","01/28/2020 17:16:33","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","20.6699","20.6699","4.9808","0.169","0","1.019","0"
"01/29/2020 00:16:33","01/28/2020 17:16:33","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.7252","5.7252","1.9396","0.066","0","1.019","0"
"01/29/2020 00:17:35","01/28/2020 17:17:35","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","20.9128","20.9128","5.0393","0.171","0","1.031","0"
"01/29/2020 00:17:35","01/28/2020 17:17:35","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","5.7929","5.7929","1.9625","0.067","0","1.031","0"
"01/29/2020 00:18:40","01/28/2020 17:18:40","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","22.1913","22.1913","5.3473","0.182","0","1.094","0"
"01/29/2020 00:18:41","01/28/2020 17:18:41","MiningRigRentals","CryptoNightTurtle","BTC","8962.75","6.1439","6.1439","2.0815","0.071","0","1.094","0"
"01/29/2020 00:19:42","01/28/2020 17:19:42","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.8542","20.8542","5.0245","0.171","0","1.028","0"
"01/29/2020 00:19:42","01/28/2020 17:19:42","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.7761","5.7761","1.9567","0.066","0","1.028","0"
"01/29/2020 00:20:44","01/28/2020 17:20:44","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.9911","20.9911","5.0575","0.172","0","1.035","0"
"01/29/2020 00:20:44","01/28/2020 17:20:44","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.8134","5.8134","1.9695","0.067","0","1.035","0"
"01/29/2020 00:21:46","01/28/2020 17:21:46","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.7274","20.7274","4.9939","0.17","0","1.022","0"
"01/29/2020 00:21:46","01/28/2020 17:21:46","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.7397","5.7397","1.9445","0.066","0","1.022","0"
"01/29/2020 00:22:47","01/28/2020 17:22:47","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.8183","20.8183","5.0158","0.17","0","1.026","0"
"01/29/2020 00:22:47","01/28/2020 17:22:47","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.7661","5.7661","1.9534","0.066","0","1.027","0"
"01/29/2020 00:23:49","01/28/2020 17:23:49","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.7905","20.7905","5.0089","0.17","0","1.025","0"
"01/29/2020 00:23:49","01/28/2020 17:23:49","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.7589","5.7589","1.9508","0.066","0","1.025","0"
"01/29/2020 00:24:50","01/28/2020 17:24:50","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","20.6867","20.6867","4.9839","0.169","0","1.02","0"
"01/29/2020 00:24:50","01/28/2020 17:24:50","MiningRigRentals","CryptoNightTurtle","BTC","8972.48","5.7271","5.7271","1.9399","0.066","0","1.02","0"
