"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"01/24/2020 00:01:05","01/23/2020 17:01:05","MiningRigRentals","Skunk","BTC","8313.87","14.926","14.926","8.6584","0.273","0","1.146","0"
"01/24/2020 00:02:11","01/23/2020 17:02:11","MiningRigRentals","Skunk","BTC","8313.87","14.4901","14.4901","8.4056","0.265","0","1.112","0"
"01/24/2020 00:03:22","01/23/2020 17:03:22","MiningRigRentals","Skunk","BTC","8313.87","15.4186","15.4186","8.9442","0.282","0","1.183","0"
"01/24/2020 00:04:39","01/23/2020 17:04:39","MiningRigRentals","Skunk","BTC","8313.87","16.5946","16.5946","9.6265","0.304","0","1.274","0"
"01/24/2020 00:05:46","01/23/2020 17:05:46","MiningRigRentals","Skunk","BTC","8313.87","14.7321","14.7321","8.5154","0.269","0","1.127","0"
"01/24/2020 00:06:52","01/23/2020 17:06:52","MiningRigRentals","Skunk","BTC","8313.87","14.3674","14.3674","8.3047","0.262","0","1.099","0"
"01/24/2020 00:07:59","01/23/2020 17:07:59","MiningRigRentals","Skunk","BTC","8313.87","14.6263","14.6263","8.4544","0.267","0","1.119","0"
"01/24/2020 00:09:15","01/23/2020 17:09:15","MiningRigRentals","Skunk","BTC","8313.87","16.4585","16.4585","9.5134","0.3","0","1.259","0"
"01/24/2020 00:10:29","01/23/2020 17:10:29","MiningRigRentals","Skunk","BTC","8316.38","16.1527","16.1527","9.3244","0.295","0","1.235","0"
"01/24/2020 00:11:35","01/23/2020 17:11:35","MiningRigRentals","Skunk","BTC","8316.38","14.3384","14.3384","8.2771","0.262","0","1.097","0"
"01/24/2020 00:12:48","01/23/2020 17:12:48","MiningRigRentals","Skunk","BTC","8316.38","16.0753","16.0753","9.2798","0.293","0","1.229","0"
"01/24/2020 00:14:02","01/23/2020 17:14:02","MiningRigRentals","Skunk","BTC","8316.38","15.9306","15.9306","9.1963","0.291","0","1.218","0"
"01/24/2020 00:15:14","01/23/2020 17:15:14","MiningRigRentals","Skunk","BTC","8316.38","15.6974","15.6974","9.0617","0.287","0","1.201","0"
"01/24/2020 00:16:20","01/23/2020 17:16:20","MiningRigRentals","Skunk","BTC","8316.38","14.5181","14.5181","8.381","0.265","0","1.11","0"
"01/24/2020 00:17:30","01/23/2020 17:17:30","MiningRigRentals","Skunk","BTC","8316.38","15.1768","15.1768","8.7613","0.277","0","1.161","0"
"01/24/2020 00:18:40","01/23/2020 17:18:40","MiningRigRentals","Skunk","BTC","8316.38","15.3234","15.3234","8.8459","0.28","0","1.172","0"
"01/24/2020 00:19:53","01/23/2020 17:19:53","MiningRigRentals","Skunk","BTC","8327.94","15.7718","15.7718","9.0903","0.288","0","1.206","0"
"01/24/2020 00:21:05","01/23/2020 17:21:05","MiningRigRentals","Skunk","BTC","8327.94","15.8079","15.8079","9.1112","0.289","0","1.209","0"
"01/24/2020 00:22:18","01/23/2020 17:22:18","MiningRigRentals","Skunk","BTC","8327.94","15.8765","15.8765","9.1508","0.29","0","1.214","0"
"01/24/2020 00:23:26","01/23/2020 17:23:26","MiningRigRentals","Skunk","BTC","8327.94","14.8272","14.8272","8.546","0.271","0","1.134","0"
"01/24/2020 00:24:32","01/23/2020 17:24:32","MiningRigRentals","Skunk","BTC","8327.94","14.3863","14.3863","8.2919","0.263","0","1.1","0"
"01/24/2020 00:25:38","01/23/2020 17:25:38","MiningRigRentals","Skunk","BTC","8327.94","14.2934","14.2934","8.2429","0.261","0","1.094","0"
"01/24/2020 00:26:48","01/23/2020 17:26:48","MiningRigRentals","Skunk","BTC","8327.94","15.3708","15.3708","8.8642","0.281","0","1.176","0"
"01/24/2020 00:28:02","01/23/2020 17:28:02","MiningRigRentals","Skunk","BTC","8327.94","16.0128","16.0128","9.2344","0.293","0","1.225","0"
"01/24/2020 00:29:15","01/23/2020 17:29:15","MiningRigRentals","Skunk","BTC","8327.94","16.0349","16.0349","9.2473","0.293","0","1.227","0"
"01/24/2020 00:30:27","01/23/2020 17:30:27","MiningRigRentals","Skunk","BTC","8329","15.5005","15.5005","8.9834","0.283","0","1.186","0"
"01/24/2020 00:31:37","01/23/2020 17:31:37","MiningRigRentals","Skunk","BTC","8329","15.3638","15.3638","8.9042","0.281","0","1.176","0"
"01/24/2020 00:32:46","01/23/2020 17:32:46","MiningRigRentals","Skunk","BTC","8329","14.9989","14.9989","8.6928","0.274","0","1.148","0"
"01/24/2020 00:33:52","01/23/2020 17:33:52","MiningRigRentals","Skunk","BTC","8329","14.3501","14.3501","8.3168","0.262","0","1.098","0"
