"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"02/12/2020 00:00:40","02/11/2020 17:00:40","MiningRigRentals","CryptoNightR","BTC","10257.59","15.1187","15.1187","5.8772","0.229","0","1.021","0"
"02/12/2020 00:01:42","02/11/2020 17:01:42","MiningRigRentals","CryptoNightR","BTC","10257.59","15.2526","15.2526","5.9293","0.231","0","1.03","0"
"02/12/2020 00:02:44","02/11/2020 17:02:44","MiningRigRentals","CryptoNightR","BTC","10257.59","15.4101","15.4101","5.9905","0.233","0","1.041","0"
"02/12/2020 00:03:46","02/11/2020 17:03:46","MiningRigRentals","CryptoNightR","BTC","10275.4","15.2018","15.2018","5.8957","0.23","0","1.027","0"
"02/12/2020 00:04:53","02/11/2020 17:04:53","MiningRigRentals","CryptoNightR","BTC","10275.4","16.5218","16.5218","6.4076","0.25","0","1.116","0"
"02/12/2020 00:05:54","02/11/2020 17:05:54","MiningRigRentals","CryptoNightR","BTC","10275.4","15.1163","15.1163","5.8626","0.229","0","1.021","0"
"02/12/2020 00:06:56","02/11/2020 17:06:56","MiningRigRentals","CryptoNightR","BTC","10275.4","15.2935","15.2935","5.9313","0.231","0","1.033","0"
"02/12/2020 00:07:57","02/11/2020 17:07:57","MiningRigRentals","CryptoNightR","BTC","10275.4","15.1787","15.1787","5.8868","0.23","0","1.025","0"
"02/12/2020 00:08:58","02/11/2020 17:08:58","MiningRigRentals","CryptoNightR","BTC","10278.28","15.0724","15.0724","5.8495","0.228","0","1.018","0"
"02/12/2020 00:10:00","02/11/2020 17:10:00","MiningRigRentals","CryptoNightR","BTC","10278.28","15.1681","15.1681","5.8867","0.23","0","1.024","0"
"02/12/2020 00:11:07","02/11/2020 17:11:07","MiningRigRentals","CryptoNightR","BTC","10278.28","16.4737","16.4737","6.3934","0.249","0","1.113","0"
"02/12/2020 00:12:08","02/11/2020 17:12:08","MiningRigRentals","CryptoNightR","BTC","10278.28","15.1591","15.1591","5.8832","0.229","0","1.024","0"
"02/12/2020 00:13:10","02/11/2020 17:13:10","MiningRigRentals","CryptoNightR","BTC","10280","15.2515","15.2515","5.9181","0.231","0","1.03","0"
"02/12/2020 00:14:12","02/11/2020 17:14:12","MiningRigRentals","CryptoNightR","BTC","10290","15.3602","15.3602","5.9429","0.232","0","1.037","0"
"02/12/2020 00:15:14","02/11/2020 17:15:14","MiningRigRentals","CryptoNightR","BTC","10300.78","15.2528","15.2528","5.8952","0.231","0","1.03","0"
"02/12/2020 00:16:16","02/11/2020 17:16:16","MiningRigRentals","CryptoNightR","BTC","10295.54","15.1979","15.1979","5.877","0.23","0","1.026","0"
"02/12/2020 00:17:17","02/11/2020 17:17:17","MiningRigRentals","CryptoNightR","BTC","10285.66","15.1845","15.1845","5.8774","0.23","0","1.026","0"
"02/12/2020 00:18:18","02/11/2020 17:18:18","MiningRigRentals","CryptoNightR","BTC","10296.88","15.147","15.147","5.857","0.229","0","1.023","0"
"02/12/2020 00:19:23","02/11/2020 17:19:23","MiningRigRentals","CryptoNightR","BTC","10296.88","15.9314","15.9314","6.1603","0.241","0","1.076","0"
"02/12/2020 00:20:25","02/11/2020 17:20:25","MiningRigRentals","CryptoNightR","BTC","10296.88","15.2202","15.2202","5.8853","0.23","0","1.028","0"
"02/12/2020 00:21:26","02/11/2020 17:21:26","MiningRigRentals","CryptoNightR","BTC","10296.88","15.1973","15.1973","5.8765","0.23","0","1.026","0"
"02/12/2020 00:22:28","02/11/2020 17:22:28","MiningRigRentals","CryptoNightR","BTC","10296.88","15.292","15.292","5.9131","0.231","0","1.033","0"
"02/12/2020 00:23:37","02/11/2020 17:23:37","MiningRigRentals","CryptoNightR","BTC","10283.8","16.9745","16.9745","6.5821","0.257","0","1.146","0"
"02/12/2020 00:24:40","02/11/2020 17:24:40","MiningRigRentals","CryptoNightR","BTC","10283.8","15.5177","15.5177","6.0172","0.235","0","1.048","0"
"02/12/2020 00:25:41","02/11/2020 17:25:41","MiningRigRentals","CryptoNightR","BTC","10283.8","15.1961","15.1961","5.8925","0.23","0","1.026","0"
"02/12/2020 00:26:43","02/11/2020 17:26:43","MiningRigRentals","CryptoNightR","BTC","10295","15.1656","15.1656","5.8743","0.229","0","1.024","0"
"02/12/2020 00:27:45","02/11/2020 17:27:45","MiningRigRentals","CryptoNightR","BTC","10295","15.2427","15.2427","5.9042","0.231","0","1.03","0"
"02/12/2020 00:28:47","02/11/2020 17:28:47","MiningRigRentals","CryptoNightR","BTC","10298.4","15.2821","15.2821","5.9164","0.231","0","1.032","0"
"02/12/2020 00:29:48","02/11/2020 17:29:48","MiningRigRentals","CryptoNightR","BTC","10298.4","15.1072","15.1072","5.8487","0.229","0","1.02","0"
"02/12/2020 00:30:50","02/11/2020 17:30:50","MiningRigRentals","CryptoNightR","BTC","10298.4","15.3344","15.3344","5.9367","0.232","0","1.036","0"
"02/12/2020 00:31:53","02/11/2020 17:31:53","MiningRigRentals","CryptoNightR","BTC","10297.14","15.4832","15.4832","5.997","0.234","0","1.046","0"
"02/12/2020 00:32:54","02/11/2020 17:32:54","MiningRigRentals","CryptoNightR","BTC","10297.14","15.1506","15.1506","5.8682","0.229","0","1.023","0"
"02/12/2020 00:33:55","02/11/2020 17:33:55","MiningRigRentals","CryptoNightR","BTC","10297.14","15.0518","15.0518","5.83","0.228","0","1.017","0"
"02/12/2020 00:34:56","02/11/2020 17:34:56","MiningRigRentals","CryptoNightR","BTC","10297.14","15.1194","15.1194","5.8562","0.229","0","1.021","0"
"02/12/2020 00:35:58","02/11/2020 17:35:58","MiningRigRentals","CryptoNightR","BTC","10297.14","15.1495","15.1495","5.8679","0.229","0","1.023","0"
"02/12/2020 00:37:00","02/11/2020 17:37:00","MiningRigRentals","CryptoNightR","BTC","10297.14","15.3455","15.3455","5.9438","0.232","0","1.036","0"
"02/12/2020 00:38:01","02/11/2020 17:38:01","MiningRigRentals","CryptoNightR","BTC","10297.14","15.073","15.073","5.8383","0.228","0","1.018","0"
"02/12/2020 00:39:02","02/11/2020 17:39:02","MiningRigRentals","CryptoNightR","BTC","10297.14","15.1474","15.1474","5.8671","0.229","0","1.023","0"
"02/12/2020 00:40:04","02/11/2020 17:40:04","MiningRigRentals","CryptoNightR","BTC","10321.31","15.0604","15.0604","5.8198","0.228","0","1.017","0"
"02/12/2020 00:41:10","02/11/2020 17:41:10","MiningRigRentals","CryptoNightR","BTC","10321.31","16.4648","16.4648","6.3625","0.249","0","1.112","0"
"02/12/2020 00:42:12","02/11/2020 17:42:12","MiningRigRentals","CryptoNightR","BTC","10321.31","15.1941","15.1941","5.8715","0.23","0","1.026","0"
"02/12/2020 00:43:13","02/11/2020 17:43:13","MiningRigRentals","CryptoNightR","BTC","10321.31","15.0786","15.0786","5.8268","0.228","0","1.018","0"
"02/12/2020 00:44:15","02/11/2020 17:44:15","MiningRigRentals","CryptoNightR","BTC","10321.31","15.307","15.307","5.9151","0.232","0","1.034","0"
"02/12/2020 00:45:17","02/11/2020 17:45:17","MiningRigRentals","CryptoNightR","BTC","10321.31","15.4047","15.4047","5.9528","0.233","0","1.04","0"
"02/12/2020 00:46:19","02/11/2020 17:46:19","MiningRigRentals","CryptoNightR","BTC","10321.31","15.1938","15.1938","5.8713","0.23","0","1.026","0"
"02/12/2020 00:47:21","02/11/2020 17:47:21","MiningRigRentals","CryptoNightR","BTC","10321.31","15.3276","15.3276","5.923","0.232","0","1.035","0"
"02/12/2020 00:48:22","02/11/2020 17:48:22","MiningRigRentals","CryptoNightR","BTC","10321.31","15.0726","15.0726","5.8245","0.228","0","1.018","0"
"02/12/2020 00:49:23","02/11/2020 17:49:23","MiningRigRentals","CryptoNightR","BTC","10321.31","15.0897","15.0897","5.8311","0.228","0","1.019","0"
"02/12/2020 00:50:25","02/11/2020 17:50:25","MiningRigRentals","CryptoNightR","BTC","10294","15.1909","15.1909","5.8863","0.23","0","1.026","0"
"02/12/2020 00:51:27","02/11/2020 17:51:27","MiningRigRentals","CryptoNightR","BTC","10294","15.2537","15.2537","5.9107","0.231","0","1.03","0"
"02/12/2020 00:52:28","02/11/2020 17:52:28","MiningRigRentals","CryptoNightR","BTC","10294","15.1436","15.1436","5.868","0.229","0","1.023","0"
"02/12/2020 00:53:31","02/11/2020 17:53:31","MiningRigRentals","CryptoNightR","BTC","10294","15.4862","15.4862","6.0006","0.234","0","1.046","0"
"02/12/2020 00:54:32","02/11/2020 17:54:32","MiningRigRentals","CryptoNightR","BTC","10294","15.1917","15.1917","5.8865","0.23","0","1.026","0"
"02/12/2020 00:55:34","02/11/2020 17:55:34","MiningRigRentals","CryptoNightR","BTC","10294","15.2779","15.2779","5.92","0.231","0","1.032","0"
"02/12/2020 00:56:36","02/11/2020 17:56:36","MiningRigRentals","CryptoNightR","BTC","10294","15.1408","15.1408","5.8671","0.229","0","1.023","0"
"02/12/2020 00:57:39","02/11/2020 17:57:39","MiningRigRentals","CryptoNightR","BTC","10294","15.6117","15.6117","6.0497","0.236","0","1.055","0"
"02/12/2020 00:58:40","02/11/2020 17:58:40","MiningRigRentals","CryptoNightR","BTC","10300","15.1365","15.1365","5.8634","0.229","0","1.022","0"
"02/12/2020 00:59:42","02/11/2020 17:59:42","MiningRigRentals","CryptoNightR","BTC","10303.87","15.2727","15.2727","5.9122","0.231","0","1.032","0"
